,Unnamed: 0.1,Unnamed: 0,source_id,in_training_sample,mh_xgboost,teff_xgboost,logg_xgboost,Prot,bp_rp,abs_G,ruwe,survey,teff
87170,87170,87170,2076568141614255488,False,0.206,5893.6,4.05,15.9,0.8846626,3.3922637390096195,1.037872,Kepler,5580.857364733711
87171,87171,87171,2076568691369914752,True,0.127,6209.2,4.103,5.19,0.6637745,2.6847034761946347,0.9211997,Kepler,6280.109681659335
87172,87172,87172,2076568828808828928,False,0.097,5976.2,4.172,7.96,0.8399658,3.4776232608020887,1.1189206,Kepler,5712.9305346278825
87173,87173,87173,2076569103686804224,False,0.026,6079.2,4.323,9.94,0.76486397,4.20522291236415,0.96929175,Kepler,5945.917363496414
87174,87174,87174,2076569481643948544,False,-0.151,6093.4,4.116,7.25,0.7283869,3.430710106628588,0.9192895,Kepler,6063.879274671659
87175,87175,87175,2076569614776242688,True,0.137,4810.3,4.554,26.359,1.2322264,6.304748883014199,1.0091512,Kepler,4733.685769177548
87176,87176,87176,2076569962680219136,False,-0.324,4566.4,4.619,25.465,1.3863878,7.103246129588662,1.0755184,Kepler,4459.2704568576055
87177,87177,87177,2076571577588069632,False,0.111,5287.9,4.52,28.98,1.0149908,5.55031606737105,1.0120105,Kepler,5225.290527973808
87178,87178,87178,2076573673532359040,True,-0.219,5970.0,4.205,21.34,0.73132324,3.8626780524593514,0.79121345,Kepler,6054.271213742567
87179,87179,87179,2076574085849034880,False,0.056,5976.2,4.037,25.75,0.958889,3.5138782408816365,1.1845422,Kepler,5372.857754000286
87180,87180,87180,2076575391519156224,False,0.13,6078.2,4.286,8.36,0.7660818,4.033800388105641,1.0114534,Kepler,5942.032013653256
87181,87181,87181,2076576177486262912,False,0.106,6025.9,4.259,6.23,0.74424076,3.778591368139919,1.0418432,Kepler,6012.23554042519
87182,87182,87182,2076577109506237440,False,-0.164,5892.2,4.335,11.53,0.7766075,4.435694677516286,0.94389504,Kepler,5908.595674637622
87183,87183,87183,2076577212585458688,False,-0.151,6359.5,4.039,2.68,0.7287741,3.226099025321096,0.9948526,Kepler,6062.6111967447
87184,87184,87184,2076577934139924736,False,-0.136,5553.5,4.266,12.95,0.9637766,4.221656166041216,0.96373636,Kepler,5359.668298048915
87185,87185,87185,2076579445968420736,False,-0.158,5747.0,4.392,35.88,0.88957405,4.698276719700692,0.97455436,Kepler,5566.653341353913
87186,87186,87186,2076579823925544576,False,-0.068,6349.2,4.226,0.71,0.63695717,3.5500202954990137,0.95207024,Kepler,6372.468740121593
87187,87187,87187,2076580373681405184,False,-0.189,6097.6,4.066,7.65,0.78906155,3.5014823510561417,0.99852127,Kepler,5869.371183325256
87188,87188,87188,2076580511120343808,False,0.205,5748.5,4.302,20.33,0.85457516,4.474626943129529,1.0444021,Kepler,5669.2090849796405
87189,87189,87189,2076580545480048640,False,-0.065,6245.7,4.069,4.72,0.68749905,3.03122036845223,0.9293357,Kepler,6199.660804474239
87190,87190,87190,2076581885506794496,False,-0.035,6192.4,3.742,2.9,0.759881,2.0190203340979203,0.96989936,Kepler,5961.850961957794
87191,87191,87191,2076583191176842880,False,-0.047,5927.6,3.761,16.85,0.8695278,2.449824152820229,1.0076576,Kepler,5625.014282028672
87192,87192,87192,2076584187609321984,False,-0.386,3661.4,4.714,53.254,2.316763,9.432691594904709,0.98214304,Kepler,3582.409698225786
87193,87193,87193,2076584221969081472,False,0.08,6116.9,4.318,7.54,0.7925596,3.9976043177104152,1.0328856,Kepler,5858.420267154201
87194,87194,87194,2076584256328824960,False,0.005,5414.2,4.447,26.64,0.9407215,5.0797804793185986,0.9546588,Kepler,5422.437050266022
87195,87195,87195,2076585802517085312,False,-0.014,5859.7,4.133,24.36,0.8190994,3.8131761375349047,0.9285835,Kepler,5776.294289796942
87196,87196,87196,2076586352273059328,False,-0.067,5758.4,4.369,17.85,0.85755444,4.633141051075993,0.9793327,Kepler,5660.358486270094
87197,87197,87197,2076587279985702528,False,-0.001,5884.0,4.374,13.06,0.8156576,4.530372697465642,0.99827576,Kepler,5786.848431546027
87198,87198,87198,2076587348705169920,False,-0.103,6344.9,4.221,2.93,0.69882774,3.6189907166292983,0.90736115,Kepler,6161.672169182497
87199,87199,87199,2076587829741566720,False,-0.188,6072.8,3.166,2.271,0.71594524,1.1600973044542506,0.98300123,Kepler,6104.804621997137
87200,87200,87200,2076588997972766976,False,-0.123,6208.9,4.078,10.72,0.79368496,3.506765924751635,0.9497118,Kepler,5854.90345495131
87201,87201,87201,2076589822606438016,False,-0.35,6117.9,3.608,2.74,0.7930012,2.4542552062097815,0.95598537,Kepler,5857.039881701627
87202,87202,87202,2076589960045421184,False,0.014,5265.5,4.53,10.1,1.0246325,5.602848585297403,1.0333002,Kepler,5200.7782398679265
87203,87203,87203,2076591952910303104,False,0.0,5791.4,3.915,21.37,0.87101936,3.175386698267774,1.0358431,Kepler,5620.636700929109
87204,87204,87204,2076591987270049664,False,0.189,5298.0,3.825,29.78,1.111764,3.5073023334217357,0.9889685,Kepler,4990.637675962474
87205,87205,87205,2076592257842053248,False,0.104,5121.5,3.539,78.08,1.1028767,3.046325203138988,1.0067688,Kepler,5011.132632868064
87206,87206,87206,2076593391713417216,False,0.029,5766.5,4.313,17.93,0.8118706,4.407367228413245,0.97289884,Kepler,5798.494455623808
87207,87207,87207,2076594392451817856,False,-0.054,5424.1,4.505,6.13,0.9441118,5.343808125779972,0.9707676,Kepler,5413.118871869527
87208,87208,87208,2076595178419815168,False,0.1,6285.1,3.968,3.39,0.66333485,2.3920473585086715,0.93630534,Kepler,6281.6117760600155
87209,87209,87209,2076595869920511104,False,-0.318,5363.1,4.484,33.01,0.928113,5.293706765220563,0.99313325,Kepler,5457.35596924625
87210,87210,87210,2076596591475010432,False,-0.087,5882.7,4.274,17.21,0.8020878,3.978671805223593,1.0222315,Kepler,5828.740093797327
87211,87211,87211,2076597136924897664,False,0.109,5959.4,4.311,10.76,0.768013,4.04948079192401,0.9681718,Kepler,5935.877838642024
87212,87212,87212,2076597278669819520,False,0.034,4060.4,4.624,37.797,1.8650942,7.891321937584298,1.0690767,Kepler,3908.3439108908
87213,87213,87213,2076597961559126656,False,-0.033,5305.9,4.532,26.12,1.012929,5.61571555569704,0.9978092,Kepler,5230.564724247752
87214,87214,87214,2076598270796261632,False,-0.164,6162.3,3.996,13.22,0.7513256,3.039001929071963,0.95972717,Kepler,5989.3421056443985
87215,87215,87215,2076598343821700608,False,0.14,6258.7,4.09,9.48,0.72678185,2.9219494301871727,0.9448385,Kepler,6069.139403580106
87216,87216,87216,2076598549980345344,False,0.318,5693.2,4.262,20.5,0.91494465,4.291061791830529,1.0172933,Kepler,5494.268845181469
87217,87217,87217,2076600027448697728,False,-0.0,5888.3,4.418,3.77,0.8116741,4.558482998870234,0.9936429,Kepler,5799.099696415083
87218,87218,87218,2076600027448707968,False,0.104,5659.1,4.237,7.24,0.9176512,4.26908732622487,1.0314131,Kepler,5486.645115231471
87219,87219,87219,2076602123392822912,True,-0.039,4756.5,4.572,16.53,1.2608919,6.499643067762904,0.9770384,Kepler,4678.1629602989415
87220,87220,87220,2076602260831748992,False,-0.04,6296.0,4.044,2.35,0.6782417,2.5829867469408523,1.0690987,Kepler,6230.909316101271
87221,87221,87221,2076602260831754624,False,-0.115,6305.4,4.199,1.98,0.643054,3.569397558375659,0.97329473,Kepler,6351.340813913243
87222,87222,87222,2076603905796679296,False,0.092,6280.4,4.128,3.82,0.680686,2.903159581920564,1.2788085,Kepler,6222.640635658478
87223,87223,87223,2076604013178582272,False,0.09,6212.6,3.706,12.61,0.78726673,2.044887834364401,0.975575,Kepler,5875.001331750392
87224,87224,87224,2076605421927884672,False,0.195,5672.2,4.383,24.2,0.8959513,4.636136890109682,1.0682687,Kepler,5548.302433364024
87225,87225,87225,2076608170706809216,False,0.023,5108.1,4.494,20.65,1.0398912,5.492630196709108,1.1991472,Kepler,5162.49728525633
87226,87226,87226,2076608411225191040,False,-0.122,4237.2,4.561,1.912,1.5239563,7.045577696858658,1.0068455,Kepler,4260.779971772788
87227,87227,87227,2076608651743382912,False,0.184,5795.4,4.364,16.07,0.86776733,4.571676560085265,0.9589884,Kepler,5630.188332405496
87228,87228,87228,2076610026132918016,False,0.019,5540.7,4.487,18.86,0.94815063,5.161420349768255,1.0663043,Kepler,5402.0577013406
87229,87229,87229,2076610404090092672,False,0.059,5389.1,4.501,7.5,0.9761915,4.372025525947819,1.1202295,Kepler,5326.450979455512
87230,87230,87230,2076610434144249344,False,0.049,6297.7,4.076,5.61,0.80314827,3.016385124527977,1.1062669,Kepler,5825.450245128202
87231,87231,87231,2076611400522480640,False,-0.005,6272.4,4.041,4.23,0.7800331,2.882372846582003,1.107398,Kepler,5897.769995347562
87232,87232,87232,2076611950278326144,False,0.164,4572.9,4.569,28.271,1.4429121,6.779162382477889,1.0053852,Kepler,4372.8095105020575
87233,87233,87233,2076612603113285504,False,-0.144,5628.5,4.375,12.62,0.9145708,4.83797469096419,1.0672109,Kepler,5495.323390687574
87234,87234,87234,2076612981070411776,False,-0.173,5396.8,3.669,56.69,0.98876,2.690090657005763,0.7882517,Kepler,5293.240587370071
87235,87235,87235,2076614011862554496,False,0.031,5597.1,4.236,19.14,0.97839355,4.259145838686202,1.0184369,Kepler,5320.601964013752
87236,87236,87236,2076615077014511104,False,-0.3,6234.6,4.131,4.69,0.7614374,3.716155902264408,1.0813285,Kepler,5956.867997147817
87237,87237,87237,2076615351892451072,False,-0.026,5717.8,4.414,20.75,0.86489964,4.747551336616173,0.96318424,Kepler,5638.633294496718
87238,87238,87238,2076615759905494912,False,0.066,5035.1,4.516,19.53,1.1192875,5.749024513393042,1.0875775,Kepler,4973.454266186112
87239,87239,87239,2076617447836717568,False,-0.146,6123.0,3.465,2.787,0.71595573,1.5116026573917694,0.8313267,Kepler,6104.769970812145
87240,87240,87240,2076617928873029504,False,0.111,5639.7,4.405,21.18,0.9017668,4.832747754649951,1.029592,Kepler,5531.659138781008
87241,87241,87241,2076618272470416128,False,-0.152,6358.2,4.085,3.2,0.71901417,3.285214108588894,1.0142375,Kepler,6094.677597596474
87242,87242,87242,2076618959665219712,False,0.112,5419.7,4.455,20.79,0.9403782,4.998146491697449,0.9876002,Kepler,5423.382288865956
87243,87243,87243,2076621742804142848,False,-0.145,6230.9,4.149,1.41,0.7299843,3.2325040072972477,1.0782429,Kepler,6058.649976217543
87244,87244,87244,2076622842315770880,False,-0.176,4668.1,4.583,19.342,1.2789526,6.654024477722302,0.99372965,Kepler,4644.2620156846015
87245,87245,87245,2076622876675950592,False,0.462,5496.8,4.099,36.42,0.96942616,4.01772646962222,0.9436711,Kepler,5344.501565052527
87246,87246,87246,2076623392071631232,False,-0.64,5652.1,4.337,17.62,0.8781824,4.428380350203762,0.9965199,Kepler,5599.692509204641
87251,87251,87251,2076634490267043712,False,0.04,5332.2,4.396,14.07,0.98589134,4.471185225162246,0.9696719,Kepler,5300.783480372087
87252,87252,87252,2076635624138426752,False,0.001,6260.2,4.246,2.88,0.6997614,3.6527972345347592,1.0381263,Kepler,6158.553770789577
87253,87253,87253,2076636276973501056,False,-0.538,5228.2,3.352,26.45,1.0995083,2.3686373284989237,1.099596,Kepler,5018.9561907170755
87254,87254,87254,2076639094471992320,False,0.098,6284.3,4.3,1.78,0.809206,3.823854624315466,0.93811387,Kepler,5806.709685677088
87255,87255,87255,2076639128831738752,False,-0.245,5461.0,4.37,16.97,0.90726566,4.131483982708268,1.0009714,Kepler,5516.0022632159325
87256,87256,87256,2076642118129051520,False,-0.264,5853.4,3.946,16.98,0.90148544,3.2914140615600314,0.9490087,Kepler,5532.4623529751125
87257,87257,87257,2076652112510998784,False,0.097,5152.3,4.53,11.69,1.1055899,5.7987639458194025,1.0496918,Kepler,5004.8531353278195
87258,87258,87258,2076652146870743680,False,-0.01,3937.3,4.639,24.704,1.9797373,8.341603219515228,0.98228973,Kepler,3818.1572268191494
87259,87259,87259,2076652318668024832,False,0.06,5826.7,4.413,5.41,0.8057947,4.5835607546136465,0.88013023,Kepler,5817.252177825075
87260,87260,87260,2076652494770675584,False,0.241,5750.7,4.188,21.98,0.9010868,4.084519753885477,0.99996537,Kepler,5533.600722503059
87261,87261,87261,2076653353764142208,False,0.028,5836.3,4.337,14.89,0.83419704,4.057974192576523,1.3277959,Kepler,5730.340844473717
87262,87262,87262,2076653388123843456,False,-0.117,5942.6,4.36,8.68,0.82343197,4.610107966178527,0.9811471,Kepler,5763.049783658738
87263,87263,87263,2076653525562822528,False,0.029,6194.6,4.256,4.41,0.7059765,3.745026035799636,1.0131443,Kepler,6137.84416361229
87264,87264,87264,2076655965104341248,False,-0.062,5256.2,3.639,64.31,1.1338663,3.215649847131351,1.0311693,Kepler,4940.590721983146
87265,87265,87265,2076656068183568000,False,0.069,5923.2,3.956,6.44,0.8500881,2.791527348557377,0.95517343,Kepler,5682.580842885974
87266,87266,87266,2076656239982246400,False,0.044,5411.5,4.49,6.94,0.91590023,5.1635119673141325,0.873729,Kepler,5491.575021833711
87267,87267,87267,2076657232110609664,False,0.012,6365.2,4.203,1.73,0.613266,3.3034646397810263,0.93453264,Kepler,6455.282601478264
87268,87268,87268,2076657580011933312,False,-0.32,5221.6,3.436,65.222,1.0950527,2.6712103266557445,1.0669131,Kepler,5029.351980663824
87269,87269,87269,2076658473365187200,False,0.283,4577.7,4.576,41.651,1.4288769,6.637162907981054,1.0691676,Kepler,4393.614063419328
87270,87270,87270,2076658748243129472,False,0.169,4726.2,4.563,24.955,1.3349943,6.51149445200879,1.0385914,Kepler,4544.271758674751
87271,87271,87271,2076658885682060544,False,0.032,6189.6,4.131,6.91,0.833395,3.435653480817823,0.95911825,Kepler,5732.767945999307
87272,87272,87272,2076659091840506624,False,0.085,6356.7,4.264,2.58,0.62639236,3.331942608553911,0.9038085,Kepler,6409.259120703385
87273,87273,87273,2076659607236627200,False,-0.002,5496.6,4.365,19.36,0.91110134,4.374551152022944,0.93486345,Kepler,5505.127247076429
87274,87274,87274,2076660122632662016,False,-0.143,4200.9,4.624,28.104,1.7161846,7.816311912597158,0.95706564,Kepler,4042.712687380488
87275,87275,87275,2076661222144348928,False,-0.227,5188.0,3.399,96.13,1.1543312,2.6671060183466224,0.9943291,Kepler,4895.422110490521
87276,87276,87276,2076662317351899392,False,0.113,4852.4,4.544,11.974,1.2169285,6.111802374130786,1.1387329,Kepler,4764.188181004518
87277,87277,87277,2076662871411824128,False,0.062,6133.9,4.156,5.91,0.7408552,3.2951807065171757,0.990279,Kepler,6023.215981410809
87278,87278,87278,2076662974491043328,False,-0.311,6364.6,3.775,0.987,0.73077106,2.760078630205548,0.99232453,Kepler,6056.076528870306
87279,87279,87279,2076663421167659648,False,-0.006,4588.1,4.591,38.068,1.4448109,6.877814751487783,1.1147715,Kepler,4370.027818140516
87280,87280,87280,2076663726102278144,False,0.091,6260.3,4.177,2.66,0.67826366,3.2244540228805683,0.9330023,Kepler,6230.834972037138
87282,87282,87282,2076665139154594048,False,0.332,5017.2,4.515,44.85,1.0991545,5.6787032481438295,0.7751265,Kepler,5019.779716137764
87283,87283,87283,2076665585831116032,False,0.132,5820.2,4.388,19.698,0.8362627,4.561704352697284,1.0049547,Kepler,5724.097146326405
87284,87284,87284,2076665822047165696,False,0.236,5772.2,4.227,17.37,0.8475952,4.1827628745289775,1.1634445,Kepler,5690.031611874669
87285,87285,87285,2076666101227215360,False,0.189,5563.0,4.009,19.798,0.84753895,3.6029308271359177,0.9997443,Kepler,5690.199910578231
87286,87286,87286,2076666238666184320,False,-0.327,6046.3,4.206,20.54,0.7149677,3.817772138676286,0.9407985,Kepler,6108.034762993695
87287,87287,87287,2076666479184554880,False,0.073,6247.9,4.149,3.89,0.7511759,3.4372544852896887,0.95653665,Kepler,5989.824642577903
87288,87288,87288,2076666719702717952,False,-0.084,5610.2,4.414,14.37,0.84024334,4.741951951989771,1.0994886,Kepler,5712.094988604884
87289,87289,87289,2076667372537796736,False,-0.149,6474.1,4.017,3.79,0.59734344,2.7230492211935573,0.98277366,Kepler,6511.568412442689
87290,87290,87290,2076667544336262272,False,-0.161,5749.1,4.374,6.61,0.8592663,4.734790392204914,1.0498936,Kepler,5655.2831155491
87291,87291,87291,2076667681775447424,False,-0.03,5877.4,4.39,12.96,0.810729,4.589181977895809,0.99872816,Kepler,5802.012014146972
87292,87292,87292,2076667681775451520,False,0.013,6304.9,4.182,3.31,0.8020792,3.3084668411624616,1.0019357,Kepler,5828.766784272568
87293,87293,87293,2076668197171615616,False,-0.041,5780.0,4.331,31.23,0.8343992,4.444647473433152,1.019534,Kepler,5729.729326672596
87294,87294,87294,2076668231531309184,False,0.092,4808.4,4.567,13.206,1.2799854,6.385034709541237,1.0675411,Kepler,4642.348413912013
87295,87295,87295,2076668506409166592,False,-0.293,6245.9,3.47,1.007,0.7281523,1.6677445166285203,1.0826268,Kepler,6064.647752662803
87296,87296,87296,2076668643848144896,False,-0.252,6353.8,3.172,1.416,0.8580723,1.4304883332586569,0.98511714,Kepler,5658.822343524316
87297,87297,87297,2076669090524781184,False,0.101,4987.4,4.545,39.632,1.1236048,5.97463792435585,0.9778186,Kepler,4963.662580794988
87299,87299,87299,2076670430554115840,False,0.171,5947.8,4.112,9.2,0.8406019,3.4172415594388443,0.99251205,Kepler,5711.015811410083
87300,87300,87300,2076671083389349504,False,0.285,5446.2,4.481,18.49,0.990283,5.181767513202319,1.0726717,Kepler,5289.244923828568
87301,87301,87301,2076671117749093120,False,0.031,4784.0,4.475,40.633,1.2605019,4.982169939378956,1.0579292,Kepler,4678.904179991716
87302,87302,87302,2076671667504932992,False,0.128,5357.6,4.511,6.39,0.99082565,5.398576619103013,1.0550853,Kepler,5287.822753279395
87303,87303,87303,2076672801376372352,False,-0.293,4664.1,4.578,30.922,1.3357639,6.092144928983519,1.0103008,Kepler,4542.95240632655
87304,87304,87304,2076673110613977472,False,-0.01,5415.6,4.509,10.03,0.9748926,5.43375406943988,1.0444795,Kepler,5329.907129163685
87305,87305,87305,2076673144973722752,False,-0.128,5963.8,3.922,13.56,0.78032684,3.1008668186177655,0.99948084,Kepler,5896.843000252451
87306,87306,87306,2076673591650555520,False,-0.001,6358.8,3.536,3.122,0.70445347,1.586513485371427,1.2672305,Kepler,6142.9112776374295
87307,87307,87307,2076674553722944256,False,-0.041,5876.9,4.372,11.77,0.81233025,4.599987637992996,0.9696839,Kepler,5797.079051263439
87308,87308,87308,2076678402013736320,False,0.065,5969.6,4.131,13.12,0.77935314,3.641185138232471,1.0170935,Kepler,5899.916619868548
87309,87309,87309,2076678676891643776,False,-0.08,6000.4,4.311,6.21,0.73821163,4.2042790739617075,1.0634828,Kepler,6031.808087072398
87310,87310,87310,2076678779970877312,False,0.141,6338.7,3.685,1.32,0.60595226,1.5091918542618483,1.0457263,Kepler,6481.074571167859
87311,87311,87311,2076678814330617472,False,0.212,5615.2,4.428,13.43,0.9113226,4.841040758939723,1.052999,Kepler,5504.501087755151
87312,87312,87312,2076687576064268160,False,-0.288,5004.0,4.353,1.08,0.9703016,4.859810418732634,1.1225843,Kepler,5342.1589525920845
87313,87313,87313,2076687782222710144,False,0.164,6264.0,4.241,4.59,0.667593,3.2980308398715987,0.8061413,Kepler,6267.080622713916
87314,87314,87314,2076690767215259776,False,-0.109,5704.8,4.398,18.29,0.8313093,4.710135863922433,0.9813805,Kepler,5739.087041872444
87315,87315,87315,2076690771520092800,False,-0.009,5230.0,4.523,26.67,1.0237904,5.582702468652439,0.90715593,Kepler,5202.909159191462
87319,87319,87319,2076723928666385280,False,0.052,5971.2,4.333,10.55,0.7940664,4.321044957170088,0.9543625,Kepler,5853.7121213152905
